true_imp_0,true_imp_1,true_imp_2
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.8294217918495875,0.14658041110063502,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
0.14658041110063502,0.8294217918495875,0.023997797049777298
